1st Travel Date,Airline,Booking Source,Passenger Last Name First Initial,Days in Advance (buckets),Purchased Date (week),Ticket Price - Total Paid,[Ticket Price] = [Total Paid],Is Less Than Days in Advance Threshold?,Days in Advance,Itinerary Source,Passenger Name,Purchased Date,Record Locator,Rule Class,Ticket Number,Ticket Price,Total Paid,Travel Configuration
10/4/2013,US Airways,Sabre,OnealD,< Threshold,9/15/2013,0,TRUE,TRUE,14,Concur Travel,"Oneal, Deshawn",9/20/2013,SLHPDT,Default Travel Class,3.77E+11,516,516,OA Consulting
2/12/2013,US Airways,Sabre,HesterM,2.1-4 wks,1/27/2013,0,TRUE,FALSE,15,Concur Travel,"Hester, Mateo",1/28/2013,LFXIUV,Default Travel Class,3.77E+11,286,286,OA Consulting
4/3/2013,US Airways,Sabre,JacobsonV,2.1-4 wks,3/17/2013,0,TRUE,FALSE,16,Concur Travel,"Jacobson, Valentina",3/18/2013,YTQBMS,Default Travel Class,3.77E+11,374,374,OA Consulting
5/5/2013,US Airways,Sabre,MarksS,2.1-4 wks,4/14/2013,0,TRUE,FALSE,16,Concur Travel,"Marks, Samson",4/19/2013,FPBBFL,Default Travel Class,3.77E+11,501,501,OA Consulting
4/4/2013,US Airways,Sabre,OsbornJ,2.1-4 wks,3/17/2013,0,TRUE,FALSE,17,Concur Travel,"Osborn, Jamal",3/18/2013,PHASPI,Default Travel Class,3.77E+11,334,334,OA Consulting
2/7/2013,US Airways,Sabre,ManningM,2.1-4 wks,1/20/2013,0,TRUE,FALSE,18,Concur Travel,"Manning, Maribel",1/20/2013,NJGULD,Default Travel Class,3.77E+11,189,189,OA Consulting
2/12/2013,US Airways,Sabre,BarberD,2.1-4 wks,1/20/2013,0,TRUE,FALSE,18,Concur Travel,"Barber, Dana",1/25/2013,FSBNWW,Default Travel Class,3.77E+11,286,286,OA Consulting
9/16/2013,US Airways,Sabre,JacobsonV,2.1-4 wks,8/25/2013,0,TRUE,FALSE,18,Concur Travel,"Jacobson, Valentina",8/29/2013,CXNXOS,Default Travel Class,3.77E+11,0,0,OA Consulting
5/5/2013,US Airways,Sabre,YangD,2.1-4 wks,4/14/2013,0,TRUE,FALSE,19,Concur Travel,"Yang, Dallas",4/16/2013,HYNAKB,Default Travel Class,3.77E+11,0,0,OA Consulting
9/2/2013,US Airways,Sabre,LongK,2.1-4 wks,8/11/2013,0,TRUE,FALSE,19,Concur Travel,"Long, Katherine",8/14/2013,CETLVA,Default Travel Class,3.77E+11,284,284,OA Consulting
6/30/2013,US Airways,Sabre,EatonT,2.1-4 wks,6/9/2013,0,TRUE,FALSE,20,Concur Travel,"Eaton, Tomas",6/10/2013,EUKKCQ,Default Travel Class,3.77E+11,126,126,OA Consulting
9/15/2013,US Airways,Sabre,JacobsonV,2.1-4 wks,8/25/2013,0,TRUE,FALSE,20,Concur Travel,"Jacobson, Valentina",8/26/2013,YVELGR,Default Travel Class,3.77E+11,156,156,OA Consulting
10/3/2013,US Airways,Sabre,MonroeU,2.1-4 wks,9/8/2013,0,TRUE,FALSE,20,Concur Travel,"Monroe, Ulises",9/13/2013,WXGOZR,Default Travel Class,3.77E+11,411,411,OA Consulting
5/11/2013,US Airways,Sabre,ToddH,2.1-4 wks,4/14/2013,0,TRUE,FALSE,25,Concur Travel,"Todd, Hope",4/17/2013,KICGWK,Default Travel Class,3.77E+11,0,0,OA Consulting
11/7/2013,US Airways,Sabre,OsbornJ,2.1-4 wks,10/13/2013,0,TRUE,FALSE,25,Concur Travel,"Osborn, Jamal",10/13/2013,XQIYDC,Default Travel Class,3.77E+11,521,521,OA Consulting
10/1/2013,US Airways,Sabre,CunninghamK,4-6 wks,9/22/2013,0,TRUE,FALSE,31,Concur Travel,"Cunningham, Kamron",9/24/2013,CWJCFQ,Default Travel Class,3.77E+11,257,257,OA Consulting
10/25/2013,US Airways,Sabre,BanksL,4-6 wks,9/22/2013,0,TRUE,FALSE,32,Concur Travel,"Banks, Lina",9/23/2013,YPACPN,Default Travel Class,3.77E+11,160,160,OA Consulting
2/27/2013,US Airways,Sabre,GrantR,4-6 wks,1/13/2013,0,TRUE,FALSE,42,Concur Travel,"Grant, Rosemary",1/16/2013,KCZHTO,Default Travel Class,3.77E+11,91,91,OA Consulting
3/20/2013,US Airways,Sabre,GreerB,6-8 wks,2/3/2013,0,TRUE,FALSE,43,Concur Travel,"Greer, Brayan",2/5/2013,IUKYAD,Default Travel Class,3.77E+11,314,314,OA Consulting
7/13/2013,US Airways,Sabre,BeanR,6-8 wks,5/19/2013,0,TRUE,FALSE,51,Concur Travel,"Bean, Ray",5/23/2013,CJTKHD,Default Travel Class,3.77E+11,292,292,OA Consulting
7/8/2013,US Airways,Sabre,MarksS,6-8 wks,5/12/2013,0,TRUE,FALSE,52,Concur Travel,"Marks, Samson",5/17/2013,PCTVNM,Default Travel Class,3.77E+11,644,644,OA Consulting
7/12/2013,US Airways,Sabre,RothM,6-8 wks,7/7/2013,549.3,FALSE,FALSE,52,Concur Travel,"Roth, Malik",7/11/2013,HMCFIJ,Default Travel Class,3.77E+11,749,200,OA Consulting
7/12/2013,US Airways,Sabre,BeanR,6-8 wks,5/19/2013,0,TRUE,FALSE,53,Concur Travel,"Bean, Ray",5/20/2013,POKZHC,Default Travel Class,3.77E+11,401,401,OA Consulting
7/12/2013,US Airways,Sabre,OsbornJ,8-10 wks,5/12/2013,0,TRUE,FALSE,60,Concur Travel,"Osborn, Jamal",5/13/2013,YFHATX,Default Travel Class,3.77E+11,468,468,OA Consulting
4/15/2013,United,Sabre,PageJ,< Threshold,4/14/2013,0,TRUE,TRUE,0,Concur Travel,"Page, Jaelynn",4/15/2013,MNONXB,Default Travel Class,1.67E+11,946,946,OA Consulting
5/14/2013,United,Sabre,PageJ,< Threshold,5/12/2013,0,TRUE,TRUE,0,Concur Travel,"Page, Jaelynn",5/14/2013,LDHUYO,Default Travel Class,1.67E+11,474,474,OA Consulting
9/26/2013,United,Sabre,PageJ,< Threshold,9/22/2013,0,TRUE,TRUE,0,Concur Travel,"Page, Jaelynn",9/26/2013,FDKEOK,Default Travel Class,1.67E+11,0,0,OA Consulting
11/4/2013,United,Sabre,SchroederJ,< Threshold,11/3/2013,0,TRUE,TRUE,0,Concur Travel,"Schroeder, Josiah",11/4/2013,MHRTYW,Default Travel Class,1.67E+11,"1,371","1,371",OA Consulting
2/20/2013,United,Sabre,FoleyA,< Threshold,2/17/2013,0,TRUE,TRUE,1,Concur Travel,"Foley, Amy",2/19/2013,KZZUGQ,Default Travel Class,1.67E+11,421,421,OA Consulting
3/4/2013,United,Sabre,PageJ,< Threshold,3/3/2013,0,TRUE,TRUE,1,Concur Travel,"Page, Jaelynn",3/3/2013,FIBURM,Default Travel Class,1.67E+11,691,691,OA Consulting
3/6/2013,United,Sabre,PageJ,< Threshold,3/3/2013,0,TRUE,TRUE,1,Concur Travel,"Page, Jaelynn",3/5/2013,GHAHRF,Default Travel Class,1.67E+11,396,396,OA Consulting
4/1/2013,United,Sabre,PageJ,< Threshold,3/31/2013,0,TRUE,TRUE,1,Concur Travel,"Page, Jaelynn",3/31/2013,EKAMFR,Default Travel Class,1.67E+11,220,220,OA Consulting
8/21/2013,United,Sabre,MiddletonM,< Threshold,8/18/2013,0,TRUE,TRUE,1,Concur Travel,"Middleton, Molly",8/20/2013,OSCZNT,Default Travel Class,1.67E+11,0,0,OA Consulting
10/8/2013,United,Sabre,HolderJ,< Threshold,10/6/2013,0,TRUE,TRUE,1,Concur Travel,"Holder, Justice",10/7/2013,VQQKKN,Default Travel Class,1.67E+11,470,470,OA Consulting
10/9/2013,United,Sabre,FryT,< Threshold,10/6/2013,0,TRUE,TRUE,1,Concur Travel,"Fry, Terry",10/8/2013,RUKYYU,Default Travel Class,1.67E+11,688,688,OA Consulting
2/24/2013,United,Sabre,SteeleJ,< Threshold,2/17/2013,0,TRUE,TRUE,2,Concur Travel,"Steele, Josh",2/22/2013,ZTQPTQ,Default Travel Class,1.67E+11,414,414,OA Consulting
3/6/2013,United,Sabre,RobinsonB,< Threshold,3/3/2013,0,TRUE,TRUE,2,Concur Travel,"Robinson, Bobby",3/4/2013,HOGGFM,Default Travel Class,1.67E+11,"1,108","1,108",OA Consulting
6/30/2013,United,Sabre,BaldwinC,< Threshold,6/23/2013,0,TRUE,TRUE,2,Concur Travel,"Baldwin, Cecilia",6/28/2013,JJXYHJ,Default Travel Class,1.67E+11,"1,024","1,024",OA Consulting
9/16/2013,United,Sabre,MejiaJ,< Threshold,9/8/2013,0,TRUE,TRUE,2,Concur Travel,"Mejia, Jamar",9/14/2013,OKDWIY,Default Travel Class,1.67E+11,659,659,OA Consulting
9/19/2013,United,Sabre,PageJ,< Threshold,9/15/2013,0,TRUE,TRUE,2,Concur Travel,"Page, Jaelynn",9/17/2013,AOLBUE,Default Travel Class,1.67E+11,0,0,OA Consulting
11/13/2013,United,Sabre,FryT,< Threshold,11/10/2013,0,TRUE,TRUE,2,Concur Travel,"Fry, Terry",11/11/2013,ALXEVD,Default Travel Class,1.67E+11,0,0,OA Consulting
1/17/2013,United,Sabre,ZunigaD,< Threshold,1/13/2013,0,TRUE,TRUE,3,Concur Travel,"Zuniga, Dane",1/14/2013,HIVKOE,Default Travel Class,1.67E+11,222,222,OA Consulting
2/24/2013,United,Sabre,BergA,< Threshold,2/17/2013,0,TRUE,TRUE,3,Concur Travel,"Berg, Aden",2/21/2013,DWOGUZ,Default Travel Class,1.67E+11,252,252,OA Consulting
4/12/2013,United,Sabre,JacobsonV,< Threshold,4/7/2013,0,TRUE,TRUE,3,Concur Travel,"Jacobson, Valentina",4/9/2013,AYJHBE,Default Travel Class,1.67E+11,307,307,OA Consulting
5/6/2013,United,Sabre,OneillM,< Threshold,4/28/2013,0,TRUE,TRUE,3,Concur Travel,"Oneill, Moshe",5/3/2013,GNZLTL,Default Travel Class,1.67E+11,"1,020","1,020",OA Consulting
7/1/2013,United,Sabre,HaleM,< Threshold,6/23/2013,0,TRUE,TRUE,3,Concur Travel,"Hale, Miguel",6/28/2013,ANUBXO,Default Travel Class,1.67E+11,978,978,OA Consulting
7/31/2013,United,Sabre,MiddletonM,< Threshold,7/28/2013,0,TRUE,TRUE,3,Concur Travel,"Middleton, Molly",7/28/2013,CTVJSF,Default Travel Class,1.67E+11,698,698,OA Consulting
8/4/2013,United,Sabre,WareM,< Threshold,7/28/2013,0,TRUE,TRUE,3,Concur Travel,"Ware, Mireya",8/1/2013,FMXTFN,Default Travel Class,1.67E+11,470,470,OA Consulting
9/22/2013,United,Sabre,MejiaJ,< Threshold,9/15/2013,0,TRUE,TRUE,3,Concur Travel,"Mejia, Jamar",9/19/2013,OWRNFW,Default Travel Class,1.67E+11,0,0,OA Consulting
1/11/2013,United,Sabre,CruzJ,< Threshold,1/6/2013,0,TRUE,TRUE,4,Concur Travel,"Cruz, Jaylen",1/7/2013,PDCWHM,Default Travel Class,1.67E+11,264,264,OA Consulting
1/13/2013,United,Sabre,AcostaZ,< Threshold,1/6/2013,0,TRUE,TRUE,4,Concur Travel,"Acosta, Zion",1/9/2013,HKZBRM,Default Travel Class,1.67E+11,"2,106","2,106",OA Consulting
1/28/2013,United,Sabre,KerrA,< Threshold,1/20/2013,0,TRUE,TRUE,4,Concur Travel,"Kerr, Alexis",1/24/2013,PDQLJM,Default Travel Class,1.67E+11,"1,118","1,118",OA Consulting
2/17/2013,United,Sabre,CunninghamA,< Threshold,2/10/2013,0,TRUE,TRUE,4,Concur Travel,"Cunningham, Amelia",2/13/2013,FFXJNJ,Default Travel Class,1.67E+11,575,575,OA Consulting
4/23/2013,United,Sabre,JacobsonV,< Threshold,4/14/2013,0,TRUE,TRUE,4,Concur Travel,"Jacobson, Valentina",4/19/2013,CCEQYS,Default Travel Class,1.67E+11,277,277,OA Consulting
5/21/2013,United,Sabre,SchroederJ,< Threshold,5/12/2013,0,TRUE,TRUE,4,Concur Travel,"Schroeder, Josiah",5/17/2013,FJZBYW,Default Travel Class,1.67E+11,0,0,OA Consulting
5/28/2013,United,Sabre,PageJ,< Threshold,5/19/2013,0,TRUE,TRUE,4,Concur Travel,"Page, Jaelynn",5/24/2013,ECUDTO,Default Travel Class,1.67E+11,225,225,OA Consulting
6/2/2013,United,Sabre,YangD,< Threshold,5/26/2013,0,TRUE,TRUE,4,Concur Travel,"Yang, Dallas",5/29/2013,EOKXGZ,Default Travel Class,1.67E+11,549,549,OA Consulting
7/18/2013,United,Sabre,OneillM,< Threshold,7/14/2013,0,TRUE,TRUE,4,Concur Travel,"Oneill, Moshe",7/14/2013,LTTCVS,Default Travel Class,1.67E+11,628,628,OA Consulting
7/22/2013,United,Sabre,GonzalesC,< Threshold,7/14/2013,0,TRUE,TRUE,4,Concur Travel,"Gonzales, Cason",7/18/2013,ITREHT,Default Travel Class,1.67E+11,190,190,OA Consulting
7/23/2013,United,Sabre,OneillM,< Threshold,7/14/2013,0,TRUE,TRUE,4,Concur Travel,"Oneill, Moshe",7/19/2013,NNMHMD,Default Travel Class,1.67E+11,0,0,OA Consulting
7/28/2013,United,Sabre,BaldwinC,< Threshold,7/21/2013,0,TRUE,TRUE,4,Concur Travel,"Baldwin, Cecilia",7/24/2013,NKBNWO,Default Travel Class,1.67E+11,0,0,OA Consulting
7/29/2013,United,Sabre,MejiaJ,< Threshold,7/21/2013,0,TRUE,TRUE,4,Concur Travel,"Mejia, Jamar",7/25/2013,ITIJOK,Default Travel Class,1.67E+11,419,419,OA Consulting
7/29/2013,United,Sabre,SchroederJ,< Threshold,7/21/2013,204.9,FALSE,TRUE,4,Concur Travel,"Schroeder, Josiah",7/25/2013,HEUNJS,Default Travel Class,1.67E+11,"1,233","1,028",OA Consulting
8/25/2013,United,Sabre,MejiaJ,< Threshold,8/18/2013,0,TRUE,TRUE,4,Concur Travel,"Mejia, Jamar",8/21/2013,FJUDZN,Default Travel Class,1.67E+11,419,419,OA Consulting
10/29/2013,United,Sabre,PayneE,< Threshold,10/20/2013,0,TRUE,TRUE,4,Concur Travel,"Payne, Eve",10/25/2013,DTLOMZ,Default Travel Class,1.67E+11,0,0,OA Consulting
11/4/2013,United,Sabre,HancockM,< Threshold,10/27/2013,0,TRUE,TRUE,4,Concur Travel,"Hancock, Marisa",10/31/2013,OGNRGP,Default Travel Class,1.67E+11,464,464,OA Consulting
2/11/2013,United,Sabre,FitzpatrickA,< Threshold,2/3/2013,0,TRUE,TRUE,5,Concur Travel,"Fitzpatrick, Alan",2/6/2013,GKDQPQ,Default Travel Class,1.67E+11,778,778,OA Consulting
2/13/2013,United,Sabre,CruzJ,< Threshold,2/3/2013,0,TRUE,TRUE,5,Concur Travel,"Cruz, Jaylen",2/8/2013,HVZXRQ,Default Travel Class,1.67E+11,426,426,OA Consulting
3/3/2013,United,Sabre,DodsonO,< Threshold,2/24/2013,0,TRUE,TRUE,5,Concur Travel,"Dodson, Olivia",2/26/2013,GEVVKP,Default Travel Class,1.67E+11,0,0,OA Consulting
3/11/2013,United,Sabre,GoodA,< Threshold,3/3/2013,0,TRUE,TRUE,5,Concur Travel,"Good, Ashley",3/6/2013,AAXHWA,Default Travel Class,1.67E+11,554,554,OA Consulting
3/17/2013,United,Sabre,CamachoZ,< Threshold,3/10/2013,0,TRUE,TRUE,5,Concur Travel,"Camacho, Zoe",3/12/2013,BDPNBW,Default Travel Class,1.67E+11,"2,126","2,126",OA Consulting
4/17/2013,United,Sabre,HancockM,< Threshold,4/7/2013,0,TRUE,TRUE,5,Concur Travel,"Hancock, Marisa",4/12/2013,DYQZQD,Default Travel Class,1.67E+11,614,614,OA Consulting
,United,Sabre,OdomR,< Threshold,4/21/2013,0,TRUE,TRUE,5,Concur Travel,"Odom, Reynaldo",4/24/2013,DUTKBB,Default Travel Class,1.67E+11,0,0,OA Consulting
4/29/2013,United,Sabre,KempY,< Threshold,4/21/2013,0,TRUE,TRUE,5,Concur Travel,"Kemp, Yesenia",4/24/2013,ABLQWE,Default Travel Class,1.67E+11,"1,289","1,289",OA Consulting
5/21/2013,United,Sabre,BentleyC,< Threshold,5/12/2013,0,TRUE,TRUE,5,Concur Travel,"Bentley, Calvin",5/16/2013,CYWMJH,Default Travel Class,1.67E+11,562,562,OA Consulting
5/28/2013,United,Sabre,MejiaJ,< Threshold,5/19/2013,0,TRUE,TRUE,5,Concur Travel,"Mejia, Jamar",5/23/2013,DYUWVU,Default Travel Class,1.67E+11,785,785,OA Consulting
6/16/2013,United,Sabre,DonaldsonE,< Threshold,6/9/2013,0,TRUE,TRUE,5,Concur Travel,"Donaldson, Esteban",6/11/2013,OPLHSY,Default Travel Class,1.67E+11,"1,182","1,182",OA Consulting
8/1/2013,United,Sabre,KrauseG,< Threshold,7/21/2013,0,TRUE,TRUE,5,Concur Travel,"Krause, Guillermo",7/27/2013,OCNSSQ,Default Travel Class,1.67E+11,0,0,OA Consulting
10/15/2013,United,Sabre,BassN,< Threshold,10/6/2013,0,TRUE,TRUE,5,Concur Travel,"Bass, Nataly",10/10/2013,ZFBTXE,Default Travel Class,1.67E+11,"1,359","1,359",OA Consulting
1/16/2013,United,Sabre,SolisR,< Threshold,1/6/2013,0,TRUE,TRUE,6,Concur Travel,"Solis, Reuben",1/11/2013,CEALUU,Default Travel Class,1.67E+11,442,442,OA Consulting
2/21/2013,United,Sabre,HuberA,< Threshold,2/10/2013,0,TRUE,TRUE,6,Concur Travel,"Huber, Ashanti",2/15/2013,DZDZRD,Default Travel Class,1.67E+11,692,692,OA Consulting
3/17/2013,United,Sabre,VillarrealT,< Threshold,3/10/2013,0,TRUE,TRUE,6,Concur Travel,"Villarreal, Tia",3/11/2013,AMROSP,Default Travel Class,1.67E+11,412,412,OA Consulting
4/10/2013,United,Sabre,JacobsonV,< Threshold,3/31/2013,182.8,FALSE,TRUE,6,Concur Travel,"Jacobson, Valentina",4/4/2013,HEPUAD,Default Travel Class,1.67E+11,426,243,OA Consulting
4/10/2013,United,Sabre,KellerD,< Threshold,3/31/2013,0,TRUE,TRUE,6,Concur Travel,"Keller, Desmond",4/4/2013,PZFUXH,Default Travel Class,1.67E+11,"1,153","1,153",OA Consulting
4/29/2013,United,Sabre,StephensE,< Threshold,4/21/2013,0,TRUE,TRUE,6,Concur Travel,"Stephens, Edwin",4/23/2013,MQQPDA,Default Travel Class,1.67E+11,593,593,OA Consulting
5/7/2013,United,Sabre,PageJ,< Threshold,4/28/2013,0,TRUE,TRUE,6,Concur Travel,"Page, Jaelynn",5/1/2013,OBHEJZ,Default Travel Class,1.67E+11,497,497,OA Consulting
5/13/2013,United,Sabre,WareM,< Threshold,5/5/2013,0,TRUE,TRUE,6,Concur Travel,"Ware, Mireya",5/7/2013,CSYIMS,Default Travel Class,1.67E+11,0,0,OA Consulting
5/21/2013,United,Sabre,LuceroT,< Threshold,5/12/2013,0,TRUE,TRUE,6,Concur Travel,"Lucero, Tara",5/16/2013,FPNLUZ,Default Travel Class,1.67E+11,437,437,OA Consulting
5/23/2013,United,Sabre,SchroederJ,< Threshold,5/12/2013,0,TRUE,TRUE,6,Concur Travel,"Schroeder, Josiah",5/17/2013,YZSANV,Default Travel Class,1.67E+11,405,405,OA Consulting
6/12/2013,United,Sabre,MiddletonM,< Threshold,6/2/2013,0,TRUE,TRUE,6,Concur Travel,"Middleton, Molly",6/6/2013,MHFDIV,Default Travel Class,1.67E+11,464,464,OA Consulting
8/6/2013,United,Sabre,McculloughZ,< Threshold,7/28/2013,0,TRUE,TRUE,6,Concur Travel,"Mccullough, Zachary",7/31/2013,JXGYUJ,Default Travel Class,1.67E+11,0,0,OA Consulting
9/23/2013,United,Sabre,BentleyC,< Threshold,9/15/2013,0,TRUE,TRUE,6,Concur Travel,"Bentley, Calvin",9/17/2013,NHUJMT,Default Travel Class,1.67E+11,412,412,OA Consulting
9/29/2013,United,Sabre,MejiaJ,< Threshold,9/22/2013,0,TRUE,TRUE,6,Concur Travel,"Mejia, Jamar",9/23/2013,AONLLS,Default Travel Class,1.67E+11,881,881,OA Consulting
11/4/2013,United,Sabre,FryT,< Threshold,10/27/2013,0,TRUE,TRUE,6,Concur Travel,"Fry, Terry",10/29/2013,FIXQGW,Default Travel Class,1.67E+11,705,705,OA Consulting
11/6/2013,United,Sabre,BentleyC,< Threshold,10/27/2013,0,TRUE,TRUE,6,Concur Travel,"Bentley, Calvin",10/31/2013,TWOVJK,Default Travel Class,1.67E+11,622,622,OA Consulting
11/11/2013,United,Sabre,DoughertyM,< Threshold,11/3/2013,0,TRUE,TRUE,6,Concur Travel,"Dougherty, Marc",11/5/2013,IIOBJY,Default Travel Class,1.67E+11,688,688,OA Consulting
11/14/2013,United,Sabre,BentleyC,< Threshold,11/3/2013,0,TRUE,TRUE,6,Concur Travel,"Bentley, Calvin",11/8/2013,WCXQBP,Default Travel Class,1.67E+11,0,0,OA Consulting
1/22/2013,United,Sabre,CunninghamA,< Threshold,1/13/2013,0,TRUE,TRUE,7,Concur Travel,"Cunningham, Amelia",1/15/2013,PWMPAL,Default Travel Class,1.67E+11,469,469,OA Consulting
2/11/2013,United,Sabre,StarkK,< Threshold,2/3/2013,0,TRUE,TRUE,7,Concur Travel,"Stark, Kadyn",2/4/2013,ZQRQJD,Default Travel Class,1.67E+11,881,881,OA Consulting
2/18/2013,United,Sabre,CruzJ,< Threshold,2/10/2013,0,TRUE,TRUE,7,Concur Travel,"Cruz, Jaylen",2/11/2013,JJFQUL,Default Travel Class,1.67E+11,314,314,OA Consulting
2/22/2013,United,Sabre,CruzJ,< Threshold,2/10/2013,0,TRUE,TRUE,7,Concur Travel,"Cruz, Jaylen",2/15/2013,HQMKGT,Default Travel Class,1.67E+11,303,303,OA Consulting
3/25/2013,United,Sabre,BaldwinC,< Threshold,3/17/2013,0,TRUE,TRUE,7,Concur Travel,"Baldwin, Cecilia",3/18/2013,PSDHNR,Default Travel Class,1.67E+11,476,476,OA Consulting
4/28/2013,United,Sabre,JacobsonV,< Threshold,4/21/2013,0,TRUE,TRUE,7,Concur Travel,"Jacobson, Valentina",4/21/2013,AMQKCL,Default Travel Class,1.67E+11,389,389,OA Consulting
4/28/2013,United,Sabre,OneillM,< Threshold,4/21/2013,405.6,FALSE,TRUE,7,Concur Travel,"Oneill, Moshe",4/22/2013,BKZMVD,Default Travel Class,1.67E+11,901,495,OA Consulting
5/6/2013,United,Sabre,BassN,< Threshold,4/28/2013,0,TRUE,TRUE,7,Concur Travel,"Bass, Nataly",4/29/2013,GNQGTU,Default Travel Class,1.67E+11,392,392,OA Consulting
5/28/2013,United,Sabre,ManningM,< Threshold,5/19/2013,0,TRUE,TRUE,7,Concur Travel,"Manning, Maribel",5/21/2013,DSABAI,Default Travel Class,1.67E+11,392,392,OA Consulting
5/31/2013,United,Sabre,JacobsonV,< Threshold,5/19/2013,0,TRUE,TRUE,7,Concur Travel,"Jacobson, Valentina",5/24/2013,MUBADU,Default Travel Class,1.67E+11,453,453,OA Consulting
7/2/2013,United,Sabre,YangD,< Threshold,6/23/2013,0,TRUE,TRUE,7,Concur Travel,"Yang, Dallas",6/25/2013,DQFZJE,Default Travel Class,1.67E+11,574,574,OA Consulting
7/17/2013,United,Sabre,JacobsonV,< Threshold,7/7/2013,0,TRUE,TRUE,7,Concur Travel,"Jacobson, Valentina",7/10/2013,EVSZTU,Default Travel Class,1.67E+11,367,367,OA Consulting
9/23/2013,United,Sabre,ChungZ,< Threshold,9/15/2013,0,TRUE,TRUE,7,Concur Travel,"Chung, Zachery",9/16/2013,VPOJOE,Default Travel Class,1.67E+11,873,873,OA Consulting
10/8/2013,United,Sabre,HancockM,< Threshold,9/29/2013,0,TRUE,TRUE,7,Concur Travel,"Hancock, Marisa",10/1/2013,AJRNXW,Default Travel Class,1.67E+11,238,238,OA Consulting
10/15/2013,United,Sabre,BentleyC,< Threshold,10/6/2013,0,TRUE,TRUE,7,Concur Travel,"Bentley, Calvin",10/8/2013,KJPRNZ,Default Travel Class,1.67E+11,578,578,OA Consulting
10/31/2013,United,Sabre,MayoK,< Threshold,10/20/2013,0,TRUE,TRUE,7,Concur Travel,"Mayo, Kaylin",10/24/2013,CJFTTF,Default Travel Class,1.67E+11,0,0,OA Consulting
1/18/2013,United,Sabre,CruzJ,< Threshold,1/6/2013,0,TRUE,TRUE,8,Concur Travel,"Cruz, Jaylen",1/10/2013,ZTWWBW,Default Travel Class,1.67E+11,549,549,OA Consulting
5/3/2013,United,Sabre,SteinD,< Threshold,4/21/2013,0,TRUE,TRUE,8,Concur Travel,"Stein, Deanna",4/25/2013,FQFXWW,Default Travel Class,1.67E+11,526,526,OA Consulting
5/7/2013,United,Sabre,BeanR,< Threshold,4/28/2013,0,TRUE,TRUE,8,Concur Travel,"Bean, Ray",4/29/2013,YQQPBP,Default Travel Class,1.67E+11,252,252,OA Consulting
5/20/2013,United,Sabre,BaldwinC,< Threshold,5/12/2013,0,TRUE,TRUE,8,Concur Travel,"Baldwin, Cecilia",5/12/2013,BPUMNG,Default Travel Class,1.67E+11,566,566,OA Consulting
,United,Sabre,JacobsonV,< Threshold,6/9/2013,0,TRUE,TRUE,8,Concur Travel,"Jacobson, Valentina",6/11/2013,HFQITR,Default Travel Class,1.62E+11,0,0,OA Consulting
6/19/2013,United,Sabre,JacobsonV,< Threshold,6/9/2013,-25.2,FALSE,TRUE,8,Concur Travel,"Jacobson, Valentina",6/11/2013,HFQITR,Default Travel Class,1.67E+11,175,200,OA Consulting
6/25/2013,United,Sabre,TurnerK,< Threshold,6/16/2013,0,TRUE,TRUE,8,Concur Travel,"Turner, Kendall",6/17/2013,LYZTEO,Default Travel Class,1.67E+11,447,447,OA Consulting
7/24/2013,United,Sabre,HancockM,< Threshold,7/14/2013,0,TRUE,TRUE,8,Concur Travel,"Hancock, Marisa",7/16/2013,AXNMJM,Default Travel Class,1.67E+11,238,238,OA Consulting
8/14/2013,United,Sabre,McculloughZ,< Threshold,8/4/2013,0,TRUE,TRUE,8,Concur Travel,"Mccullough, Zachary",8/6/2013,GTUFPL,Default Travel Class,1.67E+11,688,688,OA Consulting
8/23/2013,United,Sabre,JacobsonV,< Threshold,8/11/2013,0,TRUE,TRUE,8,Concur Travel,"Jacobson, Valentina",8/15/2013,PTFEWV,Default Travel Class,1.67E+11,399,399,OA Consulting
8/26/2013,United,Sabre,BaldwinC,< Threshold,8/18/2013,0,TRUE,TRUE,8,Concur Travel,"Baldwin, Cecilia",8/18/2013,MJNRBH,Default Travel Class,1.67E+11,497,497,OA Consulting
9/12/2013,United,Sabre,BeanR,< Threshold,9/1/2013,0,TRUE,TRUE,8,Concur Travel,"Bean, Ray",9/4/2013,GYMDAV,Default Travel Class,1.67E+11,0,0,OA Consulting
9/26/2013,United,Sabre,JacobsonV,< Threshold,9/15/2013,0,TRUE,TRUE,8,Concur Travel,"Jacobson, Valentina",9/18/2013,LULUGD,Default Travel Class,1.67E+11,263,263,OA Consulting
11/18/2013,United,Sabre,SchroederJ,< Threshold,11/10/2013,0,TRUE,TRUE,8,Concur Travel,"Schroeder, Josiah",11/10/2013,UXXVGI,Default Travel Class,1.67E+11,862,862,OA Consulting
,United,Sabre,LawsonK,< Threshold,11/10/2013,0,TRUE,TRUE,8,Concur Travel,"Lawson, Kian",11/12/2013,DOZIJI,Default Travel Class,1.62E+11,0,0,OA Consulting
11/20/2013,United,Sabre,LawsonK,< Threshold,11/10/2013,121.8,FALSE,TRUE,8,Concur Travel,"Lawson, Kian",11/12/2013,DOZIJI,Default Travel Class,1.67E+11,322,200,OA Consulting
4/8/2013,United,Sabre,PattersonA,< Threshold,3/24/2013,0,TRUE,TRUE,9,Concur Travel,"Patterson, Audrina",3/30/2013,YSPZPK,Default Travel Class,1.67E+11,237,237,OA Consulting
